customerID,MonthlyCharges,TotalCharges,churn_probability,risk_decile
5550-VFRLC,69.85,69.85,0.8824300254829599,10
6229-LSCKB,79.7,497.6,0.8820193262689767,10
5995-SNNEW,104.45,2184.85,0.8817467032819482,10
1363-TXLSL,70.3,70.3,0.8814587158856447,10
0655-RBDUG,98.05,713.0,0.8813992695521607,10
4514-GFCFI,84.75,1350.15,0.8811531379058763,10
9957-YODKZ,80.8,457.1,0.8811507400170817,10
4952-YSOGZ,85.95,381.3,0.8809178135617536,10
9787-XVQIU,75.3,75.3,0.8806415757635395,10
5868-YWPDW,84.2,519.15,0.8804394546544159,10
0365-BZUWY,102.55,1742.5,0.8794859694400947,10
1761-AEZZR,79.55,79.55,0.8793729595857723,10
8062-YBDOE,69.65,69.65,0.8792448156408172,10
8086-OVPWV,80.2,181.1,0.8785294373469131,10
8225-BTJAU,79.25,793.55,0.8779603170424731,10
0404-SWRVG,74.4,229.55,0.8776703045344758,10
0375-HVGXO,34.7,34.7,0.8776151250894748,10
5288-AHOUP,78.5,874.2,0.8776116739867472,10
5644-PDMZC,89.5,161.5,0.8774095624612743,10
9603-OAIHC,70.05,70.05,0.8772426212773511,10
8752-STIVR,79.0,303.15,0.8765611068541013,10
6892-XPFPU,104.25,2433.9,0.8761080999283529,10
7273-TEFQD,41.15,132.2,0.8759976541016212,10
9488-HGMJH,71.15,71.15,0.8759681602021655,10
2691-NZETQ,85.35,758.6,0.8757201214571325,10
2880-FPNAE,74.2,140.1,0.8756900388133753,10
2609-IAICY,77.15,77.15,0.8756241798425997,10
2789-HQBOU,80.35,253.8,0.8746643791596824,10
3217-FZDMN,94.45,742.95,0.874459642471366,10
7439-DKZTW,80.55,80.55,0.8743185857651125,10
4234-XTNEA,79.95,174.45,0.8732379233517771,10
5698-BQJOH,94.4,857.25,0.8730883433790008,10
7548-SEPYI,96.25,512.45,0.8728130658848495,10
9172-ANCRX,98.7,973.25,0.8722420800064026,10
6979-ZNSFF,87.05,762.1,0.8721858852947222,10
0023-HGHWL,25.1,25.1,0.8715884128112029,10
9391-EOYLI,80.45,950.2,0.8714905971663166,10
2959-MJHIC,80.35,307.4,0.8710471995421531,10
7044-YAACC,70.2,280.35,0.870662461546493,10
0122-OAHPZ,73.85,511.25,0.8705797303440663,10
0637-KVDLV,76.5,162.45,0.8704838588269941,10
1200-TUZHR,85.2,695.75,0.870073576266216,10
9885-CSMWE,78.45,78.45,0.8693925054581784,10
7493-TPUWZ,79.15,79.15,0.86882715875136,10
0679-IDSTG,69.25,69.25,0.8677848637240868,10
7594-RQHXR,79.6,79.6,0.8667986944032586,10
5429-LWCMV,89.15,1057.55,0.8664828725084558,10
2876-GZYZC,85.95,1215.65,0.866299577333946,10
8443-ZRDBZ,76.05,318.9,0.8650115112462968,10
5835-BEQEU,76.95,228.4,0.8648926179811914,10
3750-CKVKH,67.75,116.65,0.8638903963267468,10
7660-HDPJV,69.2,69.2,0.8635899904620561,10
4229-CZMLL,74.9,469.8,0.8630382430590792,10
7969-AULMZ,97.35,2119.5,0.8623949759390034,10
2272-QAGFO,74.3,1096.25,0.860918936556444,10
9279-CJEOJ,95.4,2025.1,0.8606248343693865,10
8118-LSUEL,106.4,2483.5,0.8602847387822145,10
2612-RRIDN,81.0,340.85,0.8601762449743382,10
5609-CEBID,94.1,1782.4,0.859841513410199,10
6689-TCZHQ,78.95,378.4,0.8596383640533675,10
4702-IOQDC,70.1,70.1,0.8585505355325335,10
0328-GRPMV,70.1,70.1,0.8585505355325335,10
3428-XZMAZ,69.35,69.35,0.8579907900246315,10
3244-DCJWY,70.25,70.25,0.8576956659964702,10
1640-PLFMP,70.25,70.25,0.8576956659964702,10
3677-IYRBF,30.4,78.65,0.8571791628889652,10
4482-EWFMI,69.7,135.2,0.8568284994891769,10
3338-CVVEH,94.55,1173.55,0.8568152708463889,10
5167-ZFFMM,90.85,90.85,0.8567063615115358,10
6502-MJQAE,69.6,69.6,0.8565589124338965,10
7254-IQWOZ,69.65,69.65,0.8562710986189974,10
2107-FBPTK,104.1,3121.1,0.8560517401919613,10
2516-VQRRV,75.45,158.4,0.8557211630604027,10
7994-UYIVZ,85.65,659.45,0.855582306630022,10
4510-HIMLV,69.8,69.8,0.8554047731285908,10
9804-ICWBG,69.9,69.9,0.8548248153246667,10
1031-IIDEO,70.85,70.85,0.8542330257078288,10
4813-HQMGZ,90.25,743.75,0.854118045351661,10
1636-NTNCO,50.95,207.35,0.8537627909860803,10
0928-JMXNP,29.9,118.25,0.8536927248028814,10
4123-DVHPH,88.05,801.3,0.853458218243958,10
7365-BVCJH,24.4,24.4,0.851599848422089,10
5349-IECLD,94.95,178.1,0.8513075046034647,10
9237-HQITU,70.7,151.65,0.8501190776967972,10
8714-CTZJW,82.85,319.6,0.8482382721648295,10
7314-OXENN,82.0,184.65,0.847847291494978,10
9717-QEBGU,70.3,144.0,0.8478426793287653,10
2777-PHDEI,78.05,78.05,0.847313312233758,10
3957-LXOLK,106.15,3152.5,0.8469182192623119,10
9547-ITEFG,102.6,897.75,0.8456180237131062,10
4385-GZQXV,94.45,1511.2,0.8453183331260073,10
9912-GVSEQ,93.85,2381.55,0.844854875968471,9
4598-XLKNJ,98.5,2514.5,0.8444752187319968,9
9314-IJWSQ,84.8,1203.9,0.8444367599376021,9
9846-GKXAS,90.8,809.75,0.8439046142655869,9
6215-NQCPY,99.7,1566.75,0.8431464994433538,9
6047-YHPVI,69.7,316.9,0.8400237442693523,9
2058-DCJBE,69.75,324.6,0.8392114481441344,9
3565-UNOCC,99.05,2952.85,0.8390633300630219,9
2984-AFWNC,95.4,293.15,0.8381372166937093,9
9102-IAYHT,85.45,1451.6,0.8376999354935634,9
5366-IJEQJ,88.7,1761.45,0.8371161651470909,9
3707-GNWHM,74.25,74.25,0.8365325167710576,9
3453-RTHJQ,69.1,435.0,0.8354153448564631,9
5673-FSSMF,60.15,60.15,0.8347383235421767,9
8183-ONMXC,80.75,159.45,0.8346584308654462,9
5564-NEMQO,75.3,75.3,0.8331995042441224,9
0689-NKYLF,83.2,1060.6,0.8331679071749913,9
6331-EWIEB,85.25,1734.5,0.8329693830324083,9
1853-UDXBW,70.0,70.0,0.832862987282605,9
7198-GLXTC,79.0,143.65,0.8324446991062573,9
8861-HGGKB,86.45,830.85,0.8322024208738219,9
0455-XFASS,69.55,200.2,0.8321747452876463,9
4283-FUTGF,79.85,1471.75,0.8299611131537636,9
5233-GEEAX,29.4,221.9,0.8276568253876259,9
3422-LYEPQ,71.0,71.0,0.8262448710795324,9
7854-FOKSF,35.9,35.9,0.8255108470178922,9
6110-OHIHY,79.25,267.6,0.8236324759661248,9
3370-HXOPH,76.1,257.6,0.8233194580111634,9
3074-GQWYX,75.9,357.75,0.8229902300626771,9
8945-GRKHX,78.65,78.65,0.8226879981821438,9
9355-NPPFS,78.8,2006.1,0.8224226063191806,9
3411-WLRSQ,74.6,239.05,0.822394804410635,9
6833-JMZYP,94.0,1505.45,0.8222361448552644,9
8035-PWSEV,89.25,487.05,0.8209175788164095,9
8650-RHRKE,29.65,118.5,0.8207357654450425,9
0396-YCHWO,95.4,3474.2,0.8207214124906835,9
5569-KGJHX,85.35,754.65,0.8206825151049215,9
6772-KSATR,81.7,81.7,0.8206768115142397,9
2905-KFQUV,70.4,154.8,0.8199935702694117,9
6267-DCFFZ,90.05,2627.2,0.8197313596153271,9
2397-BRLOM,80.45,583.45,0.8176528444717573,9
9874-QLCLH,104.2,1743.5,0.81757928341451,9
8709-KRDVL,100.0,3320.6,0.8171531712872635,9
5138-WVKYJ,98.55,1008.55,0.8168440887233137,9
8066-POXGX,35.1,446.1,0.8162073972987153,9
0674-DGMAQ,93.5,2970.8,0.8158444357184153,9
9436-ZBZCT,89.95,1178.4,0.8152868486078059,9
1771-OADNZ,95.9,2745.2,0.8151222462363076,9
1448-PWKYE,80.0,80.0,0.8150565267461355,9
5976-JCJRH,70.3,738.2,0.8138683231227146,9
8266-VBFQL,90.4,356.65,0.8137385545783448,9
7908-QCBCA,69.4,69.4,0.8134365615477137,9
1104-TNLZA,105.8,2998.0,0.813327346596027,9
3748-FVMZZ,40.05,162.45,0.813182990911349,9
4325-NFSKC,90.6,1660.0,0.8125966519263239,9
0137-OCGAB,80.2,80.2,0.8124740200619739,9
4566-NECEV,96.55,500.1,0.8123469810768293,9
0848-ZGQIJ,94.65,1461.15,0.8111860167767232,9
0581-BXBUB,72.75,317.75,0.8107216796624245,9
5167-GBFRE,25.2,102.5,0.8106672315636866,9
6993-OHLXR,68.95,119.75,0.8097658259486732,9
8949-JTMAY,98.6,2933.2,0.8093793094868301,9
6907-NZZIJ,99.15,3615.6,0.8088252960970672,9
2038-OEQZH,86.05,308.1,0.808814792498275,9
8063-RJYNF,94.25,1483.25,0.8077390288161614,9
2081-VEYEH,107.95,318.6,0.8067667092675347,9
9696-RMYBA,80.1,398.55,0.8050999843958685,9
1891-UAWWU,90.8,1951.0,0.8040190339293387,9
1571-SAVHK,99.95,1132.75,0.8038270036938484,9
9961-JBNMK,96.8,2030.3,0.8037936215928206,9
5989-PGKJB,86.25,1340.1,0.8033689018291358,9
2824-MYYBN,95.25,3314.15,0.801840995428506,9
6432-TWQLB,85.4,401.1,0.8017371948153666,9
3647-GMGDH,94.7,1914.9,0.8015767442564796,9
5729-KLZAR,80.85,302.75,0.801525120549305,9
5669-SRAIP,39.5,210.75,0.8014488550121013,9
9227-LUNBG,24.6,24.6,0.8013578252297117,9
0023-XUOPT,94.1,1215.6,0.8003298198126843,9
4450-DLLMH,71.3,157.75,0.7994487064117461,9
2656-FMOKZ,74.45,1145.7,0.7990172956194641,9
5044-LRQAQ,69.2,477.55,0.798901287825034,9
5215-LNLDJ,24.7,149.05,0.7975362279703256,9
0248-IPDFW,50.1,50.1,0.7960889603453883,9
3376-BMGFE,70.9,273.0,0.7952375587216182,9
4367-NHWMM,24.9,24.9,0.7938824343857044,9
0432-CAJZV,90.7,237.65,0.7937663335074463,9
8637-XJIVR,78.95,927.35,0.7928058664069798,9
9172-JITSM,90.8,2361.8,0.7925137830381173,9
0125-LZQXK,101.35,1553.95,0.7924732986606601,9
0674-EYYZV,54.65,54.65,0.7918263730998443,9
0611-DFXKO,89.0,1820.45,0.7916006121614969,9
9136-ALYBR,24.45,24.45,0.7908147917003427,9
0529-ONKER,75.65,1146.65,0.7906942111594778,9
9617-INGJY,70.6,70.6,0.790040168004235,9
5043-TRZWM,75.55,75.55,0.7898162424656464,9
5909-ECHUI,56.25,56.25,0.7898144233169465,9
6338-AVWCY,40.15,130.75,0.7893408042294885,9
2740-TVLFN,50.15,50.15,0.7891778291189733,9
1894-IGFSG,89.25,1907.85,0.7887929712470019,9
9572-WUKSB,29.9,92.25,0.7867524549231933,9
4536-PLEQY,85.05,999.8,0.7864264282409387,9
3496-LFSZU,70.5,294.2,0.7864098657541368,9
4763-PGDPO,70.4,281.0,0.7862693657749672,9
6347-DCUIK,74.15,811.8,0.7862100188026762,9
4030-VPZBD,30.9,59.05,0.7860632521494008,9
9840-EFJQB,74.35,74.35,0.784812925128085,9
8042-JVNFH,71.35,71.35,0.7841572197132332,9
0315-LVCRK,84.8,888.75,0.7838415858020322,9
4369-HTUIF,85.15,503.6,0.7835138508481397,9
0947-MUGVO,73.65,1463.5,0.7830451524932075,9
7853-OETYL,29.05,129.6,0.7828154939245525,9
6140-QNRQQ,71.55,71.55,0.782568406546304,9
9191-MYQKX,75.15,496.9,0.7822518630801254,9
0265-EDXBD,74.9,2303.35,0.7813244362113778,9
1086-LXKFY,69.1,69.1,0.7812344999500489,9
4299-SIMNS,81.15,784.45,0.781055928437912,9
3269-ATYWD,95.65,3759.05,0.7809369462957487,9
4484-CGXFK,55.3,196.15,0.78056498395833,9
4289-DTDKW,101.3,4113.1,0.7802674134380239,9
7598-UAASY,76.4,151.8,0.7795671630078647,9
2249-YPRNG,105.85,2239.65,0.7790937902171791,9
6692-UDPJC,91.65,1301.0,0.7785023009763953,9
4652-NNHNY,73.85,1284.2,0.7779820367473562,9
5960-MVTUK,29.75,96.85,0.7778338755879055,9
4547-LYTDD,72.65,1194.3,0.7778083800790041,9
9658-WYUFB,94.4,1617.5,0.777691355272971,9
2079-FBMZK,69.25,418.4,0.777521243880965,9
4998-IKFSE,100.45,3096.9,0.7765947181050942,9
7240-FQLHE,99.75,1836.25,0.7765140849079183,9
8630-FJLIB,69.8,1221.65,0.7757824904604533,9
5650-VDUDS,24.25,96.05,0.7751420515187134,9
5899-OUVKV,94.5,2979.2,0.7744608350649327,9
9743-DQKQW,25.1,79.8,0.7734995365223518,9
3002-WQZWT,74.2,1993.25,0.7718663378558203,9
1965-DDBWU,89.05,1448.6,0.7703696010206695,9
0378-TOVMS,85.8,272.2,0.7699580457135984,9
6637-KYRCV,30.5,167.2,0.7694866511554489,9
9529-OFXHY,87.75,1242.2,0.7684873435344539,9
0212-ISBBF,50.35,1098.85,0.7679483969385476,9
3916-NRPAP,85.7,256.75,0.7673655355075141,9
2080-GKCWQ,74.95,151.75,0.7670727225181848,9
5914-DVBWJ,85.45,1505.85,0.7666555226074235,8
6402-ZFPPI,102.8,2660.2,0.7661810589998624,8
1918-ZBFQJ,79.25,1111.65,0.7659505112892577,8
6518-LGAOV,105.0,4026.4,0.76457971022249,8
4855-SNKMY,44.1,44.1,0.7621583729677588,8
2919-HBCJO,76.65,333.6,0.7591499326767609,8
5364-XYIRR,94.65,4812.75,0.7587927992542911,8
6175-IRFIT,78.75,426.35,0.7587707805615997,8
6240-EURKS,35.0,553.0,0.7582976482121839,8
2603-HVKCG,101.4,3143.65,0.7580444053465658,8
6551-GNYDG,80.9,1152.8,0.7562016251179413,8
7634-WSWDB,38.5,330.8,0.7560745959817021,8
2359-KMGLI,80.25,1861.5,0.7557608641614849,8
6284-AHOOQ,90.5,1910.6,0.753635791502324,8
8429-XIBUM,101.35,2317.1,0.7530533816485772,8
7503-QQRVF,74.3,1178.25,0.751902557184369,8
9600-NAXZN,101.4,4528.0,0.7515360400047917,8
3384-CTMSF,104.1,5135.15,0.7512744407970793,8
3096-IZETN,78.1,947.3,0.7504712098576211,8
4718-DHSMV,35.8,363.15,0.749654600723568,8
5543-QDCRY,56.4,234.85,0.7487480516684403,8
7056-IMHCC,101.9,5549.4,0.748004000700973,8
2823-LKABH,95.05,1679.4,0.747775044458879,8
1092-GANHU,76.65,1313.55,0.7470893469946135,8
2070-XYMFH,79.35,1835.3,0.746423440327865,8
2675-DHUTR,98.9,5780.7,0.7458602220518948,8
6519-CFDBX,45.4,80.95,0.744783060297908,8
5294-DMSFH,87.8,2621.75,0.7430390060928395,8
7952-OBOYL,89.85,244.45,0.7422812797960505,8
2786-GCDPI,104.95,5222.35,0.7395207053236369,8
7718-RXDGG,68.6,1108.6,0.7389365615521146,8
4351-QLCSU,55.0,55.0,0.7382386489465271,8
7979-CORPM,90.55,2282.55,0.7380503729436219,8
6366-ZGQGL,24.8,24.8,0.7379410679471348,8
3088-LHEFH,79.0,929.3,0.7366714677797678,8
0093-XWZFY,104.5,4036.85,0.7363148633676723,8
9752-ZNQUT,48.6,48.6,0.7361844963808991,8
4947-DSMXK,97.7,3410.0,0.7360846030101573,8
0682-USIXD,86.05,1818.9,0.7355608744640663,8
4741-WWJQZ,80.15,194.55,0.7351939569170844,8
6101-IMRMM,94.5,575.45,0.7348495645495484,8
8640-SDGKB,74.4,299.7,0.7343569640484515,8
0256-LTHVJ,81.05,2227.1,0.7342007287054028,8
5647-FXOTP,105.9,6401.25,0.7331988703279765,8
3186-BAXNB,91.7,91.7,0.732538273832086,8
4248-QPAVC,85.35,1463.45,0.7304387836022996,8
8404-GFGCZ,65.6,250.1,0.7286123110646914,8
7567-ECMCM,79.85,2001.0,0.7272300516855025,8
1346-UFHAX,80.0,1029.35,0.7265695214816863,8
5626-MGTUK,89.1,1879.25,0.7264892893512126,8
6651-AZVTJ,99.8,4872.45,0.7262359113966294,8
3167-SNQPL,101.15,3741.85,0.7253106819592787,8
5281-BUZGT,90.85,3186.7,0.7253000309134454,8
2974-GGUXS,91.95,3301.05,0.7241351239857143,8
9885-AIBVB,85.8,2440.25,0.7220846162632226,8
3545-CNWRG,98.35,4889.2,0.7218580173604722,8
6741-EGCBI,90.5,2595.85,0.7210816865942535,8
3439-GVUSX,24.4,24.4,0.7210014857699935,8
5940-AHUHD,70.6,70.6,0.7195878172558221,8
4619-EVPHY,91.0,1859.5,0.7194228198641368,8
2495-KZNFB,90.65,2989.6,0.7193109553030387,8
9381-NDKME,40.65,933.3,0.7181119761269641,8
6467-CHFZW,99.35,4749.15,0.7174157682160541,8
3352-ALMCK,102.65,4108.15,0.7162516253438056,8
9979-RGMZT,94.05,633.45,0.7141985484604741,8
7729-JTEEC,44.5,90.05,0.71112827801632,8
4349-GFQHK,54.35,54.35,0.7107451127723088,8
4503-BDXBD,74.95,815.5,0.7100316435213132,8
6017-PPLPX,70.45,1470.95,0.7098467468804045,8
4116-TZAQJ,74.25,639.65,0.7093035812694455,8
6542-LWGXJ,25.0,78.25,0.7050714090118056,8
5716-LIBJC,104.15,1299.1,0.704724652617955,8
9800-ONTFE,75.8,1615.1,0.7042349697835227,8
4553-DVPZG,101.35,6164.7,0.7036809739537324,8
7460-ITWWP,86.1,3861.45,0.7033526325012417,8
2955-BJZHG,80.85,1400.85,0.7029786807438588,8
1565-RHDJD,84.05,333.55,0.7028236630593497,8
8180-AKMJV,44.55,44.55,0.7028136743568696,8
9667-EQRXU,40.3,1172.95,0.701048085160812,8
1013-QCWAM,100.8,6690.75,0.7007002120401148,8
9927-DSWDF,104.6,2180.55,0.7005291827049809,8
6034-YMTOB,75.65,399.45,0.6998545498342015,8
6599-RCLCJ,109.55,5124.55,0.6996144028753573,8
9626-WEQRM,29.15,110.05,0.6990755132633502,8
2921-XWDJH,83.45,3147.15,0.6984530309458318,8
7126-RBHSD,78.9,1348.95,0.6984058773684251,8
9763-PDTKK,94.4,387.2,0.6979316000827828,8
6650-VJONK,43.85,43.85,0.6955310207193104,8
3058-WQDRE,25.15,331.85,0.6947914255302072,8
0397-GZBBC,93.85,5574.75,0.6946264799366637,8
7339-POGZN,50.7,214.55,0.6944462406887623,8
7233-DRTRF,102.4,6444.05,0.6925144840159819,8
6259-WJQLC,81.1,2619.25,0.6921749297664552,8
0096-BXERS,50.35,314.55,0.6914912027454412,8
6377-WHAOX,106.15,6411.25,0.6908174197104324,8
3071-VBYPO,89.85,248.4,0.6904202960540302,8
4201-JMNGR,55.8,55.8,0.6895241532536706,8
2979-SXESE,94.4,1607.2,0.6892041873871986,8
7798-JVXYM,69.65,921.4,0.6888783713144058,8
4459-BBGHE,44.5,1307.8,0.6883957907336011,8
4948-WBBKL,74.9,2659.45,0.6882783725610369,8
7901-HXJVA,76.45,1117.55,0.6882759963333432,8
9369-XFEHK,80.6,2656.5,0.6868881139994387,8
3370-GQEAL,85.45,2509.95,0.6852957107229865,8
7129-CAKJW,80.05,1345.65,0.6845531960418624,8
3161-GETRM,90.05,3097.0,0.6844222040754924,8
4976-LNFVV,34.3,577.15,0.6841943314030591,8
1833-TCXKK,107.75,4882.8,0.6837386948840674,8
8601-QACRS,50.6,249.95,0.6823875622766302,8
5356-CSVSQ,64.6,174.2,0.6823468731819142,8
4811-JBUVU,89.9,2723.15,0.6822367897498138,8
3768-NLUBH,100.6,5746.15,0.6819626535185607,8
2538-OIMXF,24.7,24.7,0.6816655005054644,8
1343-EHPYB,103.4,6603.0,0.6811140346549627,8
4526-ZJJTM,88.4,2191.15,0.6810224137198748,8
1855-AGAWH,93.8,2939.8,0.6785826883891753,8
0015-UOCOJ,48.2,340.35,0.678483736103808,8
3452-ABWRL,86.05,3865.6,0.678328386463519,8
9058-CBREO,50.55,50.55,0.6778333490279203,8
8123-QBNAZ,104.5,3684.95,0.6767175325282108,8
1612-EOHDH,45.15,45.15,0.6753861241699514,8
7277-OZCGZ,89.05,1886.25,0.6751555395103123,8
0118-JPNOY,85.8,2193.65,0.6740569968617275,8
7758-XKCBS,29.7,438.25,0.6735001751525096,8
3703-VAVCL,90.0,190.05,0.6723297002609641,8
3976-BWUCK,94.1,2804.45,0.6718476703745353,8
4801-JZAZL,29.6,346.45,0.6700536398372643,8
0082-LDZUE,44.3,44.3,0.6682891296019766,8
0927-LCSMG,74.65,544.55,0.6682024308230676,8
3137-LUPIX,64.4,253.0,0.6674540857338531,8
9512-UIBFX,95.15,1779.95,0.6661694414354044,8
2519-ERQOJ,54.6,1803.7,0.6661612398588235,8
3097-NNSPB,49.05,91.1,0.6654054205321622,8
1963-SVUCV,45.3,45.3,0.6650579461252341,8
5552-ZNFSJ,45.3,45.3,0.6650579461252341,8
2884-GBPFB,70.3,2416.55,0.6648468401394901,8
0730-KOAVE,94.3,2679.7,0.6639025185174086,8
6988-CJEYV,98.7,4920.55,0.6633120787055798,8
4905-JEFDW,41.6,470.6,0.661045951131083,8
6128-AQBMT,53.95,2215.4,0.6598409170308719,8
