customerID,MonthlyCharges,TotalCharges,churn_probability
6331-EWIEB,85.25,1734.5,0.8329693830324083
1853-UDXBW,70.0,70.0,0.832862987282605
7198-GLXTC,79.0,143.65,0.8324446991062573
8861-HGGKB,86.45,830.85,0.8322024208738219
0455-XFASS,69.55,200.2,0.8321747452876463
4283-FUTGF,79.85,1471.75,0.8299611131537636
5233-GEEAX,29.4,221.9,0.8276568253876259
3422-LYEPQ,71.0,71.0,0.8262448710795324
7854-FOKSF,35.9,35.9,0.8255108470178922
6110-OHIHY,79.25,267.6,0.8236324759661248
3370-HXOPH,76.1,257.6,0.8233194580111634
3074-GQWYX,75.9,357.75,0.8229902300626771
8945-GRKHX,78.65,78.65,0.8226879981821438
9355-NPPFS,78.8,2006.1,0.8224226063191806
3411-WLRSQ,74.6,239.05,0.822394804410635
6833-JMZYP,94.0,1505.45,0.8222361448552644
8035-PWSEV,89.25,487.05,0.8209175788164095
8650-RHRKE,29.65,118.5,0.8207357654450425
0396-YCHWO,95.4,3474.2,0.8207214124906835
5569-KGJHX,85.35,754.65,0.8206825151049215
6772-KSATR,81.7,81.7,0.8206768115142397
2905-KFQUV,70.4,154.8,0.8199935702694117
6267-DCFFZ,90.05,2627.2,0.8197313596153271
2397-BRLOM,80.45,583.45,0.8176528444717573
9874-QLCLH,104.2,1743.5,0.81757928341451
8709-KRDVL,100.0,3320.6,0.8171531712872635
5138-WVKYJ,98.55,1008.55,0.8168440887233137
8066-POXGX,35.1,446.1,0.8162073972987153
0674-DGMAQ,93.5,2970.8,0.8158444357184153
9436-ZBZCT,89.95,1178.4,0.8152868486078059
1771-OADNZ,95.9,2745.2,0.8151222462363076
1448-PWKYE,80.0,80.0,0.8150565267461355
5976-JCJRH,70.3,738.2,0.8138683231227146
8266-VBFQL,90.4,356.65,0.8137385545783448
7908-QCBCA,69.4,69.4,0.8134365615477137
1104-TNLZA,105.8,2998.0,0.813327346596027
3748-FVMZZ,40.05,162.45,0.813182990911349
4325-NFSKC,90.6,1660.0,0.8125966519263239
0137-OCGAB,80.2,80.2,0.8124740200619739
4566-NECEV,96.55,500.1,0.8123469810768293
0848-ZGQIJ,94.65,1461.15,0.8111860167767232
0581-BXBUB,72.75,317.75,0.8107216796624245
5167-GBFRE,25.2,102.5,0.8106672315636866
6993-OHLXR,68.95,119.75,0.8097658259486732
8949-JTMAY,98.6,2933.2,0.8093793094868301
6907-NZZIJ,99.15,3615.6,0.8088252960970672
2038-OEQZH,86.05,308.1,0.808814792498275
8063-RJYNF,94.25,1483.25,0.8077390288161614
2081-VEYEH,107.95,318.6,0.8067667092675347
9696-RMYBA,80.1,398.55,0.8050999843958685
1891-UAWWU,90.8,1951.0,0.8040190339293387
1571-SAVHK,99.95,1132.75,0.8038270036938484
9961-JBNMK,96.8,2030.3,0.8037936215928206
5989-PGKJB,86.25,1340.1,0.8033689018291358
2824-MYYBN,95.25,3314.15,0.801840995428506
6432-TWQLB,85.4,401.1,0.8017371948153666
3647-GMGDH,94.7,1914.9,0.8015767442564796
5729-KLZAR,80.85,302.75,0.801525120549305
5669-SRAIP,39.5,210.75,0.8014488550121013
9227-LUNBG,24.6,24.6,0.8013578252297117
0023-XUOPT,94.1,1215.6,0.8003298198126843
4450-DLLMH,71.3,157.75,0.7994487064117461
2656-FMOKZ,74.45,1145.7,0.7990172956194641
5044-LRQAQ,69.2,477.55,0.798901287825034
5215-LNLDJ,24.7,149.05,0.7975362279703256
0248-IPDFW,50.1,50.1,0.7960889603453883
3376-BMGFE,70.9,273.0,0.7952375587216182
4367-NHWMM,24.9,24.9,0.7938824343857044
0432-CAJZV,90.7,237.65,0.7937663335074463
8637-XJIVR,78.95,927.35,0.7928058664069798
9172-JITSM,90.8,2361.8,0.7925137830381173
0125-LZQXK,101.35,1553.95,0.7924732986606601
0674-EYYZV,54.65,54.65,0.7918263730998443
0611-DFXKO,89.0,1820.45,0.7916006121614969
9136-ALYBR,24.45,24.45,0.7908147917003427
0529-ONKER,75.65,1146.65,0.7906942111594778
9617-INGJY,70.6,70.6,0.790040168004235
5043-TRZWM,75.55,75.55,0.7898162424656464
5909-ECHUI,56.25,56.25,0.7898144233169465
6338-AVWCY,40.15,130.75,0.7893408042294885
2740-TVLFN,50.15,50.15,0.7891778291189733
1894-IGFSG,89.25,1907.85,0.7887929712470019
9572-WUKSB,29.9,92.25,0.7867524549231933
4536-PLEQY,85.05,999.8,0.7864264282409387
3496-LFSZU,70.5,294.2,0.7864098657541368
4763-PGDPO,70.4,281.0,0.7862693657749672
6347-DCUIK,74.15,811.8,0.7862100188026762
4030-VPZBD,30.9,59.05,0.7860632521494008
9840-EFJQB,74.35,74.35,0.784812925128085
8042-JVNFH,71.35,71.35,0.7841572197132332
0315-LVCRK,84.8,888.75,0.7838415858020322
4369-HTUIF,85.15,503.6,0.7835138508481397
0947-MUGVO,73.65,1463.5,0.7830451524932075
7853-OETYL,29.05,129.6,0.7828154939245525
6140-QNRQQ,71.55,71.55,0.782568406546304
9191-MYQKX,75.15,496.9,0.7822518630801254
0265-EDXBD,74.9,2303.35,0.7813244362113778
1086-LXKFY,69.1,69.1,0.7812344999500489
4299-SIMNS,81.15,784.45,0.781055928437912
3269-ATYWD,95.65,3759.05,0.7809369462957487
4484-CGXFK,55.3,196.15,0.78056498395833
4289-DTDKW,101.3,4113.1,0.7802674134380239
7598-UAASY,76.4,151.8,0.7795671630078647
2249-YPRNG,105.85,2239.65,0.7790937902171791
6692-UDPJC,91.65,1301.0,0.7785023009763953
4652-NNHNY,73.85,1284.2,0.7779820367473562
5960-MVTUK,29.75,96.85,0.7778338755879055
4547-LYTDD,72.65,1194.3,0.7778083800790041
9658-WYUFB,94.4,1617.5,0.777691355272971
2079-FBMZK,69.25,418.4,0.777521243880965
4998-IKFSE,100.45,3096.9,0.7765947181050942
7240-FQLHE,99.75,1836.25,0.7765140849079183
8630-FJLIB,69.8,1221.65,0.7757824904604533
5650-VDUDS,24.25,96.05,0.7751420515187134
5899-OUVKV,94.5,2979.2,0.7744608350649327
9743-DQKQW,25.1,79.8,0.7734995365223518
3002-WQZWT,74.2,1993.25,0.7718663378558203
1965-DDBWU,89.05,1448.6,0.7703696010206695
0378-TOVMS,85.8,272.2,0.7699580457135984
6637-KYRCV,30.5,167.2,0.7694866511554489
9529-OFXHY,87.75,1242.2,0.7684873435344539
0212-ISBBF,50.35,1098.85,0.7679483969385476
3916-NRPAP,85.7,256.75,0.7673655355075141
2080-GKCWQ,74.95,151.75,0.7670727225181848
5914-DVBWJ,85.45,1505.85,0.7666555226074235
6402-ZFPPI,102.8,2660.2,0.7661810589998624
1918-ZBFQJ,79.25,1111.65,0.7659505112892577
6518-LGAOV,105.0,4026.4,0.76457971022249
4855-SNKMY,44.1,44.1,0.7621583729677588
2919-HBCJO,76.65,333.6,0.7591499326767609
5364-XYIRR,94.65,4812.75,0.7587927992542911
6175-IRFIT,78.75,426.35,0.7587707805615997
6240-EURKS,35.0,553.0,0.7582976482121839
2603-HVKCG,101.4,3143.65,0.7580444053465658
6551-GNYDG,80.9,1152.8,0.7562016251179413
7634-WSWDB,38.5,330.8,0.7560745959817021
2359-KMGLI,80.25,1861.5,0.7557608641614849
6284-AHOOQ,90.5,1910.6,0.753635791502324
8429-XIBUM,101.35,2317.1,0.7530533816485772
7503-QQRVF,74.3,1178.25,0.751902557184369
9600-NAXZN,101.4,4528.0,0.7515360400047917
3384-CTMSF,104.1,5135.15,0.7512744407970793
3096-IZETN,78.1,947.3,0.7504712098576211
4718-DHSMV,35.8,363.15,0.749654600723568
5543-QDCRY,56.4,234.85,0.7487480516684403
7056-IMHCC,101.9,5549.4,0.748004000700973
2823-LKABH,95.05,1679.4,0.747775044458879
1092-GANHU,76.65,1313.55,0.7470893469946135
2070-XYMFH,79.35,1835.3,0.746423440327865
2675-DHUTR,98.9,5780.7,0.7458602220518948
6519-CFDBX,45.4,80.95,0.744783060297908
5294-DMSFH,87.8,2621.75,0.7430390060928395
7952-OBOYL,89.85,244.45,0.7422812797960505
2786-GCDPI,104.95,5222.35,0.7395207053236369
7718-RXDGG,68.6,1108.6,0.7389365615521146
4351-QLCSU,55.0,55.0,0.7382386489465271
7979-CORPM,90.55,2282.55,0.7380503729436219
6366-ZGQGL,24.8,24.8,0.7379410679471348
3088-LHEFH,79.0,929.3,0.7366714677797678
0093-XWZFY,104.5,4036.85,0.7363148633676723
9752-ZNQUT,48.6,48.6,0.7361844963808991
4947-DSMXK,97.7,3410.0,0.7360846030101573
0682-USIXD,86.05,1818.9,0.7355608744640663
4741-WWJQZ,80.15,194.55,0.7351939569170844
6101-IMRMM,94.5,575.45,0.7348495645495484
8640-SDGKB,74.4,299.7,0.7343569640484515
0256-LTHVJ,81.05,2227.1,0.7342007287054028
5647-FXOTP,105.9,6401.25,0.7331988703279765
3186-BAXNB,91.7,91.7,0.732538273832086
4248-QPAVC,85.35,1463.45,0.7304387836022996
8404-GFGCZ,65.6,250.1,0.7286123110646914
7567-ECMCM,79.85,2001.0,0.7272300516855025
1346-UFHAX,80.0,1029.35,0.7265695214816863
5626-MGTUK,89.1,1879.25,0.7264892893512126
6651-AZVTJ,99.8,4872.45,0.7262359113966294
3167-SNQPL,101.15,3741.85,0.7253106819592787
5281-BUZGT,90.85,3186.7,0.7253000309134454
2974-GGUXS,91.95,3301.05,0.7241351239857143
9885-AIBVB,85.8,2440.25,0.7220846162632226
3545-CNWRG,98.35,4889.2,0.7218580173604722
6741-EGCBI,90.5,2595.85,0.7210816865942535
3439-GVUSX,24.4,24.4,0.7210014857699935
5940-AHUHD,70.6,70.6,0.7195878172558221
4619-EVPHY,91.0,1859.5,0.7194228198641368
2495-KZNFB,90.65,2989.6,0.7193109553030387
9381-NDKME,40.65,933.3,0.7181119761269641
6467-CHFZW,99.35,4749.15,0.7174157682160541
3352-ALMCK,102.65,4108.15,0.7162516253438056
9979-RGMZT,94.05,633.45,0.7141985484604741
7729-JTEEC,44.5,90.05,0.71112827801632
4349-GFQHK,54.35,54.35,0.7107451127723088
4503-BDXBD,74.95,815.5,0.7100316435213132
6017-PPLPX,70.45,1470.95,0.7098467468804045
4116-TZAQJ,74.25,639.65,0.7093035812694455
6542-LWGXJ,25.0,78.25,0.7050714090118056
5716-LIBJC,104.15,1299.1,0.704724652617955
9800-ONTFE,75.8,1615.1,0.7042349697835227
4553-DVPZG,101.35,6164.7,0.7036809739537324
7460-ITWWP,86.1,3861.45,0.7033526325012417
2955-BJZHG,80.85,1400.85,0.7029786807438588
1565-RHDJD,84.05,333.55,0.7028236630593497
8180-AKMJV,44.55,44.55,0.7028136743568696
9667-EQRXU,40.3,1172.95,0.701048085160812
1013-QCWAM,100.8,6690.75,0.7007002120401148
9927-DSWDF,104.6,2180.55,0.7005291827049809
6034-YMTOB,75.65,399.45,0.6998545498342015
6599-RCLCJ,109.55,5124.55,0.6996144028753573
9626-WEQRM,29.15,110.05,0.6990755132633502
2921-XWDJH,83.45,3147.15,0.6984530309458318
7126-RBHSD,78.9,1348.95,0.6984058773684251
9763-PDTKK,94.4,387.2,0.6979316000827828
6650-VJONK,43.85,43.85,0.6955310207193104
3058-WQDRE,25.15,331.85,0.6947914255302072
0397-GZBBC,93.85,5574.75,0.6946264799366637
7339-POGZN,50.7,214.55,0.6944462406887623
7233-DRTRF,102.4,6444.05,0.6925144840159819
6259-WJQLC,81.1,2619.25,0.6921749297664552
0096-BXERS,50.35,314.55,0.6914912027454412
6377-WHAOX,106.15,6411.25,0.6908174197104324
3071-VBYPO,89.85,248.4,0.6904202960540302
4201-JMNGR,55.8,55.8,0.6895241532536706
2979-SXESE,94.4,1607.2,0.6892041873871986
7798-JVXYM,69.65,921.4,0.6888783713144058
4459-BBGHE,44.5,1307.8,0.6883957907336011
4948-WBBKL,74.9,2659.45,0.6882783725610369
7901-HXJVA,76.45,1117.55,0.6882759963333432
9369-XFEHK,80.6,2656.5,0.6868881139994387
3370-GQEAL,85.45,2509.95,0.6852957107229865
7129-CAKJW,80.05,1345.65,0.6845531960418624
3161-GETRM,90.05,3097.0,0.6844222040754924
4976-LNFVV,34.3,577.15,0.6841943314030591
1833-TCXKK,107.75,4882.8,0.6837386948840674
8601-QACRS,50.6,249.95,0.6823875622766302
5356-CSVSQ,64.6,174.2,0.6823468731819142
4811-JBUVU,89.9,2723.15,0.6822367897498138
3768-NLUBH,100.6,5746.15,0.6819626535185607
2538-OIMXF,24.7,24.7,0.6816655005054644
1343-EHPYB,103.4,6603.0,0.6811140346549627
4526-ZJJTM,88.4,2191.15,0.6810224137198748
1855-AGAWH,93.8,2939.8,0.6785826883891753
0015-UOCOJ,48.2,340.35,0.678483736103808
3452-ABWRL,86.05,3865.6,0.678328386463519
9058-CBREO,50.55,50.55,0.6778333490279203
8123-QBNAZ,104.5,3684.95,0.6767175325282108
1612-EOHDH,45.15,45.15,0.6753861241699514
7277-OZCGZ,89.05,1886.25,0.6751555395103123
0118-JPNOY,85.8,2193.65,0.6740569968617275
7758-XKCBS,29.7,438.25,0.6735001751525096
3703-VAVCL,90.0,190.05,0.6723297002609641
3976-BWUCK,94.1,2804.45,0.6718476703745353
4801-JZAZL,29.6,346.45,0.6700536398372643
0082-LDZUE,44.3,44.3,0.6682891296019766
0927-LCSMG,74.65,544.55,0.6682024308230676
3137-LUPIX,64.4,253.0,0.6674540857338531
9512-UIBFX,95.15,1779.95,0.6661694414354044
2519-ERQOJ,54.6,1803.7,0.6661612398588235
3097-NNSPB,49.05,91.1,0.6654054205321622
1963-SVUCV,45.3,45.3,0.6650579461252341
5552-ZNFSJ,45.3,45.3,0.6650579461252341
2884-GBPFB,70.3,2416.55,0.6648468401394901
0730-KOAVE,94.3,2679.7,0.6639025185174086
6988-CJEYV,98.7,4920.55,0.6633120787055798
4905-JEFDW,41.6,470.6,0.661045951131083
6128-AQBMT,53.95,2215.4,0.6598409170308719
8802-UNOJF,83.8,1029.75,0.6569074483320089
3932-IJWDZ,103.65,4747.85,0.6538576992430323
6233-HXJMX,89.3,4192.15,0.6535926557568439
1355-KUSBG,48.8,349.8,0.6516076804841694
3804-RVTGV,103.85,5017.9,0.6491268090206351
5365-LLFYV,45.85,105.6,0.6486995996108798
8096-LOIST,56.2,1093.4,0.6482119415676488
3694-DELSO,38.55,156.1,0.6481944768303077
1660-HSOOQ,49.65,49.65,0.647576413888079
6633-MPWBS,49.2,216.9,0.6474469352423402
4690-LLKUA,45.05,770.6,0.6471478404141443
4065-JJAVA,49.5,49.5,0.6459653830843907
2640-PMGFL,79.5,2180.55,0.64527109763857
1910-FMXJM,80.4,2937.65,0.641826317447016
1471-GIQKQ,49.95,49.95,0.6411332685553313
7272-QDCKA,100.2,2688.45,0.6409052243245047
6847-KJLTS,100.4,5749.8,0.6408822178754098
7547-EKNFS,95.25,3959.35,0.6401774509886808
3956-CJUST,75.4,1643.55,0.6397235114211606
2325-WINES,104.05,3416.85,0.6395424538609774
5047-LHVLY,50.15,50.15,0.6392181995849866
0422-UXFAP,98.85,4947.55,0.6392133747936244
9667-TKTVZ,54.35,117.05,0.6372074700737115
2474-LCNUE,73.65,1642.75,0.6367880908353527
5118-MUEYH,105.1,5083.55,0.635356737349234
3658-KIBGF,54.9,54.9,0.6349082404886716
6635-CPNUN,96.6,2684.35,0.6342184218952293
6022-KOUQO,29.05,44.75,0.6339653643954081
7410-OIEDU,79.85,887.35,0.6337048219636128
8623-ULFNQ,66.05,1652.4,0.6319821068510041
8887-IPQNC,44.25,313.45,0.6313018765075293
1785-BPHTP,85.45,2289.9,0.6310699269009187
4829-AUOAX,96.05,4399.5,0.6304291582887511
5522-JBWMO,44.0,44.0,0.6302072590799194
4193-ORFCL,45.1,45.1,0.6272900782497488
9530-EHPOH,53.75,608.0,0.6272670973237309
0265-PSUAE,100.7,1522.7,0.6269283986704398
3945-GFWQL,44.55,480.6,0.6268045618305201
1644-IRKSF,93.8,3124.5,0.6266512588808568
2452-KDRRH,101.4,6841.05,0.6265394819384756
5016-ETTFF,29.5,255.25,0.6259996610026292
9233-PSYHO,100.15,4459.8,0.6255884738740104
0348-SDKOL,102.1,5885.4,0.6230023969316915
3761-FLYZI,108.8,7082.45,0.6229304550518096
2207-NHRJK,50.8,50.8,0.6226442553865322
5568-DMXZS,65.45,554.45,0.620874333489441
1794-HBQTJ,48.6,48.6,0.620850188177817
8535-SFUTN,106.45,6300.15,0.6185247911304085
9448-REEVD,44.7,44.7,0.6183846032432732
4323-SADQS,34.5,279.25,0.6169272542162064
7207-RMRDB,105.5,6985.65,0.6142579917318206
9261-WDCAF,54.65,189.1,0.6141627719807969
6923-EFPNL,51.75,201.1,0.6140003965328843
6876-ADESB,48.95,48.95,0.6129610994008389
3349-ANQNH,99.5,5890.0,0.6122848351636615
9029-FEGVJ,79.3,2570.0,0.6109318934436029
5055-MGMGF,105.05,6914.95,0.6109055609871566
2360-RDGRO,104.25,6812.95,0.609732399212125
1307-TVUFB,79.35,3344.1,0.6096362096769776
6304-IJFSQ,49.9,130.1,0.6095765137613495
4523-WXCEF,101.1,6039.9,0.606318977776272
5977-CKHON,92.55,4039.0,0.6056427682405268
4109-CYRBD,51.6,1442.0,0.6047789485499488
4226-KKDON,66.65,520.95,0.604285736311674
7130-YXBRO,111.45,5315.1,0.6013140655260965
6143-JQKEA,45.8,436.2,0.6004474151952096
8806-EAGWC,55.15,159.15,0.5990415779001907
1564-HJUVY,63.75,226.2,0.5985364631757427
6410-LEFEN,45.15,416.45,0.5959161452105856
8286-AFUYI,47.95,47.95,0.5948080871859703
4343-EJVQB,74.35,533.6,0.5941543750606761
9412-GHEEC,104.8,4131.95,0.5923778896673242
2074-GUHPQ,92.7,1556.85,0.5912108559324516
0274-JKUJR,58.85,465.7,0.5885391464210886
6641-XRPSU,70.0,2416.1,0.5883345298532621
7486-KSRVI,100.0,4211.55,0.5877101456797376
7927-AUXBZ,85.15,2555.9,0.58765337293024
5424-RLQLC,59.65,638.95,0.5872781841017912
4989-LIXVT,95.9,6503.2,0.5871473183646546
4450-YOOHP,50.65,1905.4,0.5869123746202665
3845-FXCYS,19.65,31.2,0.586302096133685
7047-FWEYA,103.15,4594.65,0.5854168346842116
2479-BRAMR,83.75,3273.55,0.5854038642414282
2669-OIDSD,100.05,4834.0,0.5825887287915903
7271-AJDTL,94.45,5073.1,0.5822901190376604
0420-BWTPW,25.5,215.2,0.5821915563472058
2195-VVRJF,59.1,1011.05,0.582048432112639
0260-ZDLGK,72.9,651.4,0.5817043052202381
1205-WNWPJ,59.5,415.95,0.5812482599480442
3466-WAESX,69.1,1083.7,0.5808139146442113
0322-YINQP,48.55,48.55,0.5801820745747098
4640-UHDOS,55.95,734.35,0.579886287745025
6668-CNMFP,89.35,1686.85,0.5780542639132703
1215-VFYVK,48.25,202.25,0.5770840920336391
5858-EAFCZ,44.45,44.45,0.5770526848375132
2144-BFDSO,108.75,5431.9,0.575755369262403
2770-NSVDG,29.1,688.0,0.5754994160691874
3173-NVMPX,55.3,501.2,0.5742688789150155
5201-USSQZ,85.9,2196.45,0.5724352724414555
5628-RKIFK,101.55,5070.4,0.5717940070770169
7966-YOTQW,54.5,568.2,0.571003903765636
2833-SLKDQ,45.05,45.05,0.5701833654632107
6821-JPCDC,97.05,4692.95,0.5674625603933149
2302-ANTDP,117.45,5438.9,0.5664055607720307
9495-SKLKD,95.95,4456.65,0.5661143913580886
9688-YGXVR,88.15,3973.2,0.5648173734878184
5649-TJHOV,36.5,1032.0,0.5645938070977513
